Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Service_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
17A.19,2015-16,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Rate (per 10000 custody nights) of,Incidents not requiring hospitalisation but received psychological or medical treatment,,,All people,,Derived from State and territory governments (unpublished),rate,2.8,0.7,4.3,na,4.6,11.9,13.2,4.5,
17A.19,2015-16,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Number of,Young people requiring hospitalisation,,,All people,,State and territory governments (unpublished),no.,8,2,2,na,0,0,0,0,
17A.19,2015-16,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Rate (per 10000 custody nights) of,Young people requiring hospitalisation,,,All people,,Derived from State and territory governments (unpublished),rate,0.7,0.3,0.3,na,0,0,0,0,
17A.19,2015-16,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Number of,Young people not requiring hospitalisation but required psychological or medical treatment,,,All people,,State and territory governments (unpublished),no.,25,3,17,na,7,4,3,4,
17A.19,2015-16,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Rate (per 10000 custody nights) of,Young people not requiring hospitalisation but required psychological or medical treatment,,,All people,,Derived from State and territory governments (unpublished),rate,2.3,0.5,2.5,na,3.6,11.9,9.9,2.2,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Number of,Incidents requiring hospitalisation,,,All people,,State and territory governments (unpublished),no.,8,2,1,na,0,0,0,3,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Rate (per 10000 custody nights) of,Incidents requiring hospitalisation,,,All people,,Derived from State and territory governments (unpublished),rate,0.8,0.4,0.2,na,0,0,0,2,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Number of,Incidents not requiring hospitalisation but received psychological or medical treatment,,,All people,,State and territory governments (unpublished),no.,30,0,25,na,5,3,0,12,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Rate (per 10000 custody nights) of,Incidents not requiring hospitalisation but received psychological or medical treatment,,,All people,,Derived from State and territory governments (unpublished),rate,2.9,0,4.1,na,2.9,8,0,7.9,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Number of,Young people requiring hospitalisation,,,All people,,State and territory governments (unpublished),no.,7,1,1,na,0,0,0,2,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Rate (per 10000 custody nights) of,Young people requiring hospitalisation,,,All people,,Derived from State and territory governments (unpublished),rate,0.7,0.2,0.2,na,0,0,0,1.3,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Number of,Young people not requiring hospitalisation but required psychological or medical treatment,,,All people,,State and territory governments (unpublished),no.,22,na,17,na,5,2,0,3,
17A.19,2014-15,Self-harm and attempted suicide in custody,Young people,All people,All people,Detention-based supervision,,Self-harm and attempted suicide in custody,Rate (per 10000 custody nights) of,Young people not requiring hospitalisation but required psychological or medical treatment,,,All people,,Derived from State and territory governments (unpublished),rate,2.1,na,2.8,na,2.9,5.3,0,2,
17A.20,2022-23,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,807,491,1295,528,230,95,40,257,3743
17A.20,2022-23,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,101028,72956,143935,26099,8247,9199,6241,49169,416874
17A.20,2022-23,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,342.94,406.84,304.3,135.29,98.05,263.93,430.52,524.76,304.96
17A.20,2021-22,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,903,612,1341,456,200,88,43,165,3809
17A.20,2021-22,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,100311,77245,124908,25003,7965,8428,4940,48991,397792
17A.20,2021-22,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,304.01,345.62,255.01,150.08,109.07,262.24,311.93,812.95,285.95
17A.20,2020-21,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,985,688,1375,447,191,109,55,125,3976
17A.20,2020-21,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,78163,76146,136277,24100,7538,7445,5138,42850,377657
17A.20,2020-21,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,217.19,302.93,271.28,147.59,108.19,186.57,254.97,936.96,260.03
17A.20,2019-20,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,1052,749,1566,577,219,131,53,171,4518
17A.20,2019-20,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,80443,85725,162067,22039,8820,8320,5320,37474,410209
17A.20,2019-20,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,209.45,313.51,283.27,104.52,110.32,174.16,272.73,599.97,248.58
17A.20,2018-19,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,1102,767,1687,639,200,144,68,160,4770
17A.20,2018-19,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,67497,78620,145269,23180,12523,7396,4651,30788,369923
17A.20,2018-19,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,167.77,280.51,235.79,99.34,171.38,140.91,186.42,526.03,212.33
17A.20,2017-18,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,1092,837,1418,638,234,124,88,142,4572
17A.20,2017-18,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,75551,61828,112650,26168,11857,7392,3911,21869,321225
17A.20,2017-18,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,189.48,202.35,217.48,112.27,138.64,163.71,121.53,422.35,192.35
17A.20,2016-17,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,1110,854,1237,639,268,123,66,155,4452
17A.20,2016-17,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,73230,54327,85491,28830,12232,7003,3532,9330,273976
17A.20,2016-17,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,180.62,174.23,189.26,123.43,125.08,156.12,146.06,164.9,168.5
17A.20,2015-16,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,1208,926,1281,644,262,132,65,141,4658
17A.20,2015-16,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,63050,56933,76001,28074,11971,5158,3692,4805,249685
17A.20,2015-16,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,142.87,168.33,162.41,119.39,125.25,106.91,155.98,93.6,146.75
17A.20,2014-15,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,,,Average daily number of young people,Community-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,1156,1016,1385,649,313,138,74,147,4879
17A.20,2014-15,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Government real recurrent expenditure,,Community-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,67827,53568,74982,28044,11536,4710,3387,4101,248154
17A.20,2014-15,Cost per young person under community-based supervision,Young people,All people,All people,Community-based supervision,2022-23 dollars,Cost per average day per young person,,Community-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,160.69,144.32,148.18,118.35,100.89,93.5,124.63,76.27,139.27
17A.21,2022-23,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,200,108,310,99,27,14,19,52,828
17A.21,2022-23,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,201372,233254,207695,81084,36673,18951,24660,51567,855257
17A.21,2022-23,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,2759.13,5905.77,1833.72,2249.96,3719.84,3826.08,3619.01,2703.68,2827.47
17A.21,2021-22,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,190,121,289,118,34,9,13,52,827
17A.21,2021-22,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,198205,230641,227026,65403,38405,16779,22090,49058,847607
17A.21,2021-22,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,2855.12,5227.23,2147.9,1516.58,3077.11,5046.44,4777.12,2564.07,2807.2
17A.21,2020-21,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,206,163,238,106,28,9,10,32,793
17A.21,2020-21,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,156665,226544,172271,62027,38115,16243,20620,78483,770969
17A.21,2020-21,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,2083.42,3795.79,1984.62,1604.8,3696.57,4733.08,5535.87,6656.18,2662.26
17A.21,2019-20,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,257,185,212,112,38,15,16,24,859
17A.21,2019-20,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,157865,178628,134948,61219,42997,16975,20451,43460,656544
17A.21,2019-20,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,1684,2641.88,1744.62,1501.8,3102.46,3005.62,3420.42,4903.42,2092.09
17A.21,2018-19,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,269,191,254,138,41,12,10,36,951
17A.21,2018-19,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,149795,169228,130340,59867,38498,14955,19408,46086,628177
17A.21,2018-19,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,1522,2426.11,1406.98,1184.15,2564.62,3518.79,5209.39,3500.13,1807.58
17A.21,2017-18,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,291,203,209,153,48,12,15,40,972
17A.21,2017-18,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,150855,141101,112707,62045,38582,14343,20483,32783,572900
17A.21,2017-18,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,1418.86,1904.61,1472.99,1110.23,2186.29,3372.58,3689.46,2225.89,1613.88
17A.21,2016-17,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,278,189,183,146,53,11,11,39,910
17A.21,2016-17,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,152574,123854,111455,63773,37640,13510,19409,28959,551173
17A.21,2016-17,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,1502.67,1790.6,1671.22,1191.91,1939.69,3355.5,4787.31,2046.28,1657.44
17A.21,2015-16,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,299,168,189,138,56,9,9,51,918
17A.21,2015-16,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,164086,105423,111437,60192,34466,12947,20149,31785,540486
17A.21,2015-16,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,1504.3,1722.16,1615.3,1196.53,1673.52,3792.33,6490.13,1722.47,1612.58
17A.21,2014-15,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,,,Average daily number of young people,Detention-based services,,,,,AIHW (unpublished) Youth Justice National Minimum Dataset,no.,292,145,173,158,53,10,10,43,884
17A.21,2014-15,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Government real recurrent expenditure,,Detention-based services,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,182892,87843,104458,61162,24492,15678,20988,17536,515048
17A.21,2014-15,Cost per young person under detention-based supervision,Young people,All people,All people,Detention-based supervision,2022-23 dollars,Cost per average day per young person,,Detention-based services,,,,,Derived from State and territory governments (unpublished); AIHW (unpublished) Youth Justice National Minimum Dataset; ABS Australian National Accounts: National Income Expenditure and Product,$,1717.34,1657.6,1650.11,1057.39,1272.09,4090.38,6048.5,1115.22,1594.95
17A.22,2022-23,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1002,207,1945,2578,1880,104,36,244,7996
17A.22,2022-23,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,966,2696,7486,23448,2137,74,883,11276,48965
17A.22,2022-23,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,964.04,13021.74,3848.85,9095.53,1136.54,715.5,24527.78,46211.2,6123.74
17A.22,2021-22,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1005,128,1816,2326,1290,146,36,114,6861
17A.22,2021-22,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,891,2748,7362,21909,1864,92,778,9515,45159
17A.22,2021-22,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,886.52,21465.31,4053.97,9419.34,1444.94,633.01,21604.94,83461.21,6581.93
17A.22,2020-21,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1242,123,2110,1914,1254,111,34,214,7002
17A.22,2020-21,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1105,2759,7135,23308,1707,94,1071,8380,45558
17A.22,2020-21,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,889.53,22433.62,3381.32,12177.69,1361.16,845.73,31485.31,39159.08,6506.45
17A.22,2019-20,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1101,186,1986,2183,1045,105,52,183,6841
17A.22,2019-20,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1106,2680,8628,21286,1944,82,962,7905,44594
17A.22,2019-20,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,1004.96,14408.95,4344.32,9750.85,1859.94,780.71,18505.47,43197.9,6518.57
17A.22,2018-19,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1189,194,1748,2374,1206,117,48,675,7551
17A.22,2018-19,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1253,2588,7770,23217,1985,89,841,7618,45362
17A.22,2018-19,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,1054.1,13340.32,4445.22,9779.84,1646.33,759.35,17513.74,11286.28,6007.44
17A.22,2017-18,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1140,212,1485,2399,1197,125,53,567,7178
17A.22,2017-18,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1161,2602,13471,26591,1440,97,645,8008,54015
17A.22,2017-18,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,1018.32,12275.84,9071.25,11084.18,1202.6,774.77,12174.91,14123.25,7525.02
17A.22,2016-17,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1022,216,1230,2302,1397,136,62,402,6767
17A.22,2016-17,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1090,2664,15501,26684,1864,101,691,6227,54821
17A.22,2016-17,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,1066.7,12333.33,12602.18,11591.52,1334.28,739.5,11152.07,15489.41,8101.26
17A.22,2015-16,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1209,246,664,2179,1245,183,96,454,6276
17A.22,2015-16,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1876,2347,8504,32658,2078,156,761,5636,54016
17A.22,2015-16,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,1551.44,9541.36,12807.91,14987.54,1669.15,850.87,7929.64,12413.36,8606.74
17A.22,2014-15,Cost per group conference,Young people,All people,All people,Group conferencing,,Concluded group conferences,Number of,group conferences,concluded,,,,State and territory governments (unpublished),no.,1169,228,677,2140,1374,182,114,305,6189
17A.22,2014-15,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Government real recurrent expenditure,,Group conferencing,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,5074,2279,6175,38927,2037,130,972,5699,61292
17A.22,2014-15,Cost per group conference,Young people,All people,All people,Group conferencing,2022-23 dollars,Cost per concluded group conference,,,,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,4340.32,9994.25,9120.5,18190.24,1482.28,714.16,8525.41,18686.53,9903.4
17A.23,2022-23,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,2,0,0,0,np,0,0,2
17A.23,2022-23,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Nights in custody,,,All people,,State and territory governments (unpublished),no.,71298,39499,103399,34267,11421,4837,6814,18591,290126
17A.23,2022-23,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Rate (per 10000 custody nights) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,0.5,0,0,0,np,0,0,0.1
17A.23,2022-23,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,0,0,0,0,4,0,0,4
17A.23,2022-23,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Number of,Periods of escorted movements,,,All people,,State and territory governments (unpublished),no.,859,1229,508,3484,133,272,0,0,6485
17A.23,2022-23,Escapes,Young people,All people,All people,Detention-based supervision,,Escorted movements,Rate (per 10000 escorted movements) of,Escapes,,,All people,,Derived from State and territory governments (unpublished),rate,0,0,0,0,0,147.1,..,..,6.2
17A.23,2021-22,Escapes,Young people,All people,All people,Detention-based supervision,,Youth justice detention centres,Number of,Escapes,,,All people,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
